name,latitude,longitude
ПГСГ Кольо Фичето,42.4776105,26.5072624
МГ Атанас Радев / Г Васил Левски,42.4835893,26.5024771
ОУ Васил Левски,43.5301641,26.5288543
ПГИ Георги Раковски,42.4938356,26.4935999
ГПЧЕ Васил Карагьозов,42.4794936,26.488813
Спортно училище Пиер дьо Кубертен,42.4804924,26.4979891
ПГЕХТ Проф. д-р Пенчо Райков,42.4729386,26.5269448
Частно немско училище „Веда“,42.7218604,23.3047963
Бивше училище,41.3927188,26.1322161
Бивше училище,41.3725656,26.0758624
Ресурсен център Ямбол (РЦПППО),42.4849113,26.5134596
ОУ Петко Славейков,42.4892634,26.5080356
ОУ "Христо Смирненски",42.486485,26.0000824
СПТУ "Васил Левски",42.8425469,24.9152414
ПГ "Захарий Зограф",43.4184255,24.6359749
Поправителен дом,43.4682252,23.3358647
ОУ Христо Смирненски,42.5427904,22.9606853
ОДЗ Юрий Гагарин,43.0183736,23.0456988
НУ Христо Ботев,43.0190724,23.0474646
ПУ Интернат Васил Левски,43.0184392,23.0483702
СОУ "Цветан Радославов",43.6093128,25.3600661
ОУ Добри Чинтулов,43.2239939,27.8804938
СОУ Никола Вапцаров,41.5167482,23.8492237
ОУ Пейо Яворов,41.6110598,23.7846715
СОУ Св. св. Кирил и Методий,41.5957669,23.8081404
ОУ Кирил и Методий,42.5328824,26.5450405
ОУ "Христо Смирненски",43.7965779,25.9307044
ОУ Св. Паисий хилендарски,42.1751369,26.5724123
ОУ Св. Св. Кирил и Методий,42.1692913,26.5679473
СОУ Д-р Петър Берон,43.426452,26.9199417
ПГ по техника и технологии "Христо Ботев",41.5708242,24.7608909
ЕГ "Д-р Петър Берон",42.2771243,22.6751803
ОУ Климент Охридски,42.5142828,24.6926042
ОУ Христо Ботев,42.3850682,26.8200992
Професионална гимназия „Акад. Сергей П. Корольов“,42.2758083,23.1314204
Професионална гимназия по железопътен транспорт „Никола Корчев“,42.7186517,23.3115874
СОПЦ Княз Борис I,42.7048414,23.3547342
4 ОУ Христо Смирненски,41.3954208,23.2043704
Гимназия Пейо Яворов,41.3951932,23.2112392
1 ОУ Кочо Мавродиев,41.3948088,23.2148859
СОУ Никола Вапцаров,41.4008624,23.2091432
3 ОУ Гоце Делчев,41.3925644,23.2034511
ОУ"Христо Смирненски",42.3276572,23.8689925
ОДЗ Буковец,42.8954903,24.7074271
ЦДГ Осми март,42.8891982,24.7070288
ЦДГ Здравец,42.8937486,24.7099683
ОУ Иван Хаджийски,42.8849409,24.7083582
5 СУ "Георги Измирлиев",42.0248667,23.1035005
ОУ Васил Левски,43.137946,24.7146488
ОУ Неофит Рилски,42.8650853,25.3208366
СОУ Райчо Каролев,42.8820735,25.3220796
8-мо ОУ "Св. Св. Кирил и Методий",42.8884416,25.3132911
ПМГ акад. Иван Гюзелев,42.8650378,25.3234277
4-то СОУ Христо Ботев,42.8521304,25.3385976
Професионална техническа гимназия "Д-р Никола Василиади",42.8791594,25.315757
НУ Васил Левски,42.8684084,25.3188179
Национална априловска гимназия,42.8705775,25.3164035
Професионална гимназия по строителство,42.8667611,25.3016927
7-ОУ Никола Войновски,42.8646942,25.2973747
2 ОУ Димитър Благоев,42.0226198,23.0974262
153 ПГ "Неофит Рилски",42.7368182,23.311513
ЦДГ Мир,43.2743505,24.0887463
Търговска гимназия "Васил Априлов",43.278366,24.0861118
ЦДГ Бодра смяна / ЦДГ Звездица,43.2776362,24.0839248
ОУ Хр. Смирненски,43.2762198,24.0777897
Център за деца с увреждания,43.2837086,24.0857131
СОУ д-р Петър Берон,43.281353,24.0836243
ОУ Алеко Константинов,43.2771146,24.1148363
Частно немско училище "Веда",42.7147631,23.2997072
СОУ Д-р Петър Берон,42.1490407,26.8114897
ОУ „Елин Пелин‟,42.8608433,23.3705465
Христо Ботев,41.9892526,24.0796992
Увекинд,42.6552361,23.2258767
СУ "Отец Паисий",42.1390031,24.5378501
ОУ Христо Ботев,42.4477989,26.5369593
Професионална гимназия по горско стопанство „Христо Ботев“,42.0248618,23.9746401
Професионална гимназия по облекло "Ана Май",42.1471705,24.74648
ПГ "Васил Димитров",41.4937563,24.9480999
ОУ "Св.св.Кирил и Методий",43.2072499,27.9193124
Основно училище „Христо Ботев“,42.3564898,26.3619197
НУ Св. Патриарх Евтимий,43.2013839,27.7072178
НУ "Христо Ботев",41.5838335,25.1361689
СОУ "Васил Левски",41.5847995,25.137407
ПГ "Христо Смирненски",41.5784224,25.1354098
СОУ "Христо Ботев",42.0873246,23.0590395
ПУ „Петър Берон",43.8511071,25.9821888
ОУ "Светлина",41.5722816,23.9458808
ОУ "Св.Св.Кирил и Методий",43.2980887,23.2418656
ОУ "Васил Левски",42.0722164,25.4448889
Бивше училище,42.028893,25.5242489
Бившо училище,42.0437938,25.6807387
Бивше училище,41.9020486,25.0081848
ОУ "Св.Св.Кирил и Методий",41.863058,25.517389
ТХВП д-р А. Златаров,43.1271214,25.7018911
СОУ Св. Св. Кирил и Методий,42.849428,23.0321719
ПГ по икономика и туризъм,43.1900416,23.2914287
Оздравително училище Н.Й.Вапцаров,43.1918354,23.2814757
НУ "Васил Левски",43.19838,23.2963577
СУ „Св. Константин Кирил Философ“,42.1282455,24.7383397
ПГИ "Рачо Стоянов",42.980296,25.4754657
Основно училище св. Климент Охридски,43.3131198,25.9294121
ОУ Васил Левски,43.4919119,24.0730333
ПГ по механо-електротехника Христо Смирненски,43.4887896,24.0764214
ПГ по земеделие Стефан Цанов,43.4870657,24.0782011
ОУ "Отец Паисий",43.5049418,24.0921629
НУ "Кнежица",43.4978963,24.0740329
СОУ Неофит Рилски,43.5055211,24.0775887
СОУ Св. св. Кирил и Методий,42.6481327,26.9883375
ОУ "Елин Пелин",42.1329775,24.7252545
ПГ по транспорт Христо Смирненски,41.4707445,25.6533927
ОУ "Васил Левски",42.8237441,25.4797476
OУ "Кочо Честименски",42.2927031,24.2304566
Училище,42.3246822,24.1672817
ОУ "Св.Св.Кирил и Методий",42.2264458,24.3243608
ОУ Васил Левски,43.2936717,26.1831251
ОУ "Св.Св.Кирил и Методий",42.4022081,24.1242411
ОУ "Поп Грую",42.4652453,24.1387908
Бивше училище "Неофит Рилски",42.4244567,24.5327821
ОУ "Христо Смирненски",42.2371007,24.6851367
ЦПКК "Зелин" - Учебна база на БТК,42.8709012,23.8155964
ВТУ Стамен Пенчев,42.9002035,23.7925021
ДОВДЛРГ №7 Св. Иван Рилски,42.67557,23.2751621
ПМГ акад. проф. д-р Асен Златаров,42.9080804,23.7847722
ПГТМ Хр. Ботев,42.911517,23.7877157
ОУ Васил Левски,42.9112367,23.7931001
ОУ "П.Р.Славейков",42.5462672,25.9949183
ЧОУ Томас Едисън,42.6663373,23.2575153
ОУ "Св.Св.Кирил и Методий",42.5228345,26.1661184
ОУ "Георги Ал. Каравелов",42.6881098,26.0272738
ОУ "Климент Охридски",42.6317486,26.5355471
Социално педагогически интернат "Христо Ботев",42.6341491,26.5654778
ОУ "Св.Паисий Хилендарски",42.3381705,26.7356313
НУ "Св.Св.Кирил и Методий",42.0576923,27.7790762
ОУ Елин Пелин,42.6088933,23.1042423
ОУ Алеко Константинов,42.6080791,23.0974224
ОУ СВ.св.Кирил и Методий,43.5319711,23.2694889
ЧОУ "Проф. Николай Райнов",42.6726039,23.3159883
26 СУ „Йордан Йовков“,42.6640759,23.2442409
Висш евангелски богословски институт,42.6671057,23.2582724
99 ОБУ "Проф. Василка Томова",42.6765697,23.2408347
СОУ Д-р Петър Берон,42.8133197,23.1971386
ПГВМСС Св. Георги Победоносец,42.8135564,23.1984949
ОДЗ "Радост",42.8119981,23.2060769
ОДЗ "Пролет",42.8188943,23.2225129
Първо ОУ Васил Левски,42.8163279,23.222274
ОУ Отец Паисий,42.8455887,23.1431301
ОУ "Христо Ботев",42.923339,22.92657
СОУ "Христо Ботев",42.9240356,22.9294732
146 ОУ Патриарх Евтимий,42.7712525,23.2416711
ПГ по транспорт Н.Й.Вапцаров,42.8501597,23.0334531
Начално училище Сотир Димитров,42.8548996,23.0455896
Проф. Димитър Кацаров,42.6575581,23.2421175
ОУ Св. св. Кирил и Методий,42.6048394,23.1411516
ОУ Любен Каравелов,42.5785787,23.1134494
СУ Св. Св. Кирил и Методий,42.5848689,23.1130397
ОУ Св. Климент Охридски,42.5676879,23.1850028
СУ Иван Момчилов НУ Иларион Макариополски,42.934197,25.8782613
102 ОУ "Панайот Волов",42.7355119,23.3045486
141 ОУ „Стоян Омарчевски“,42.7382189,23.3087294
ПМГ Хр.Смирненски ОУ Св. Иван Рилски,42.6070007,23.0320704
ОУ Кракра Пернишки,42.6136896,23.0315463
ЦДГ Калина Малина,42.6136896,23.0315463
ОУ Петър Берон,42.6047169,23.0323257
ЧСОУ Св. Георги,42.632276,23.3112498
НУ Софроний Врачански,42.8890759,26.4482526
Surf school,42.8646394,27.898734
СУ Иван Вазов,42.4938796,26.0094346
ОУ Христо Ботев,42.646276,26.9753311
ПУ Минко Неволин,42.6472932,26.9778204
Основно училище "Бачо Киро",43.206517,25.3099948
Професионална гимназия по химични и микробиологични технологии "Проф. Пенчо Райков",42.7327488,23.3117199
ЦДГ Ален Мак,42.9830234,27.319627
ПМГ "Иван Вазов",42.0562673,25.5922946
ПГ проф. д-р Асен Златарев,42.0544458,25.6100622
ОУ "Пенчо Славейков",42.0564264,25.5986954
ПГ "Капитан Петко войвода",42.0634044,25.5849159
Езикова гимназия Иван Богоров,42.0515472,25.578618
Първа Детска градна,42.0510872,25.580737
ОУ "Алеко Константинов",42.0538456,25.5809301
ОУ "Св.Св.Кирил и Методий",42.0710286,25.5190945
СУ Св. св Кирил и Методий,42.545116,22.9623143
ТПГ Н. Вапцаров,42.5451772,22.9633647
ПГТ Юрий Гагарин,42.547828,22.9684234
ОУ "Пейо К.Яворов",42.0746661,25.6092516
СОУ Любен Каравелов,42.0635926,25.5887956
СОУ "Васил Левски",42.0519097,25.593794
170 СУ „Васил Левски“,42.8253343,23.3532463
ОУ Св. св. Кирил и Мртодий,42.0641469,24.702174
ОДЗ Веселушка,42.0643897,24.7036685
ОУ "Васил Левски",41.3825847,25.3809151
НУ "Йордан Йовков",41.4053118,25.366745
171 Основно училище „Стоил Попов“,42.7968441,23.3410062
ОУ "Иван Вазов",41.2965521,25.3049241
179 ОУ Васил Левски,42.8243079,23.2826446
Бивше училище,42.8422702,23.3154913
ДГ 102 „Кременица“ - филиал с. Кътина,42.8422702,23.3154913
ОУ "Васил Левски",41.3333102,25.2416977
ОУ "Никола Вапцаров",41.3805118,25.2547815
ОУ "Св.Св. Кирил и Методий",41.4904151,24.8455489
Дом за временно настаняване на деца „Вяра, Надежда, Любов“,42.7308456,23.3078894
ОУ "Христо Ботев",41.4332818,24.867492
ОУ Св. Димитър Солунски,43.1996211,27.7123672
Земеделска професионална гимназия "Кл. Тимирязев" гр. Сандански,41.5601215,23.2744019
62 ОУ Христо Ботев,42.7399014,23.2646892
Екзарх Антим I,42.6176661,25.3938194
СОУ П. К. Яворов,42.681517,26.3171526
Училищна Спортна Школа (УСШ),43.4185941,24.5954704
201 СОУ Св. Св. Кирил и Методий,42.6006602,23.4751763
ПГ по Хранително-вкусови технологии "Луи Пастьор",43.4182014,24.5950521
ПГДВА „Йосиф Вондрак",43.8536983,25.9614709
63 ОУ Христо Ботев,42.7745495,23.3131104
ДЦЛМУ „Света Марина”,42.6914854,23.292808
ДЦДУ "Свети Врач",42.6918878,23.293489
67 ОУ "Васил Друмев",42.6927299,23.296374
ОУ Св. Св. Кирил и Методий,42.6012538,26.6869488
ПГ по Механотехника „Юрий Гагарий",43.8551284,25.9641087
ПГ Стефан Караджа,42.1737176,26.5751891
ПМГ "Св. Климент Охридски",42.72904309277891,23.282588551692243
Св.Св. Кирил и Методи,42.3370997,27.1851835
СУ "Проф. д-р Асен Златаров",42.0959221,25.2192314
НУ "Христо Ботев",42.0973082,25.2264813
Професионална гимназия по механоелектротехника,43.4092511,24.6314421
ОУ Св. Климент Охридски,43.4434637,24.6142291
ПГЛВ "Ал. Стамболийски",43.4288416,24.5843846
Професионална гимназия по електроника и химични технологии "Проф. Асен Златаров",43.4089736,24.6081413
ТВУ "Хр. Ботев",43.5458935,24.5995487
Хуманитарна гимназия "Константин Преславски",43.2089842,27.9100236
ОУ "Св. св. Кирил и Методий",43.5745422,24.2826633
Професионална гимназия,42.3717341,23.0044186
ОУ "Никола Вапцаров",42.3639955,23.0058663
СОУ "Христо Ботев",42.3591491,23.0000426
ПГ Юрий Гагарин,42.6101823,23.0499962
ОУ Христо Ботев,42.6077772,23.050396
V СУ „П. Р. Славейков“,42.60566,23.0469352
ОУ Св. св. Кирил и Методий,42.1500725,23.0005022
9-то ОУ "Пейо К. Яворов" и ЧПГ по предприемачество и нови технологии "Полет",42.0027757,23.0968932
S.O.S. Детско селище,42.4093785,23.1649791
2 ОУ Никола Вапцаров,43.2363612,27.8834488
ОУ "Братя Миладинови",43.8593659,25.9729766
СУ Н.Й.Вапцаров,42.7095895,27.2561594
ОУ "Хр. Ботев",42.2555002,22.8544233
ОУ "Св. Св. Кирил и Методий",42.0990042,27.9399976
ОУ "Христо Ботев",42.3588926,23.3835939
СОУ Сава Савов,42.6997823,24.1703656
НУ Тодор Влайков,42.7027357,24.1754644
ПГ по механоелектротехника,42.6976193,24.1669446
НПГ по компютърни технологии и системи,42.894946,23.9069811
СУ "Кирил и Методий",41.9383268,24.2713077
Начално училище,43.2125558,24.1596108
ОУ Христо Ботев,43.3289988,24.2600118
Професионална гимназия по механоелектротехника,43.1550467,24.7145618
ОУ Св. св. Кирил и Методий,43.1405003,24.6877883
Професионална гимназия по икономика, търговия и услуги,43.1379512,24.7027546
ОУ Димитър Димов,43.1364169,24.702505
Природо-математическа гимназия,43.1350052,24.7030999
Профилирана езикова гимназия „Екзарх Йосиф I“,43.1330743,24.7135672
Помощно училище Васил Левски,43.1207123,24.7109651
ОУ Христо Кърпачев,43.2336108,24.8303303
ОУ Н.Й.Вапцаров,43.3275072,24.87023
191 ОУ Отец Паисий,42.5358667,23.3667722
Учебен център на Статистическия институт,43.0946335,24.7461294
Дом за деца лишени от родителски грижи „Параскева Нейкова”,43.138943,24.7138822
Бивше училище "Отец Паисий",43.3624415,24.1482706
СУ "Хр.Смирненски",43.3557266,24.1449117
ОУ Васил Левски,43.379973,24.0616524
ОУ Васил Левски,43.0988751,24.2763986
ОУ Н. Й. Вапцаров,43.5241638,26.5255138
ПГ по текстил и моден дизайн,43.1747895,27.9064779
Основно училище „Иван Вазов“,44.1124903,27.27129
НУ Васил Левски,43.1793742,27.89057
СОУ Бачо Киро,43.3109053,25.0617181
ОУ Христо Ботев,43.4078751,24.4406382
НУ Св. св. Кирил и Методий,43.4117047,24.4432377
Професионална гимназия по селско стопанство "Проф. Иван Иванов",43.4100617,24.4278751
ПГ по добив на полезни изкопаеми и газоснабдяване "Проф.Георги Златарски",43.4040298,24.4329691
ОУ Васил Левски,43.2186977,27.5611013
ОУ Васил Левски,43.2197864,27.5719417
ОУ Христо Смирненски,42.5600506,23.7047075
ПГ Алеко Константинов,43.1477035,23.7010694
ПГ по механизация и селско стопанство,43.1448322,23.7037644
НУ Св. св. Кирил и Методий,43.1437661,23.7072184
ОУ Иван Вазов,43.1469606,23.71269
Руска гимназия,43.148491,23.7129196
НУ Христо Ботев,43.1439622,23.7144978
ОУ Васил Кънчов,43.148129,23.6595767
ПГХЗ Д. Менделеев,43.8109596,23.2389599
Професионална гимназия,43.8133571,23.23321
ОУ Никола Първанов,43.8273115,23.2378291
СУ Димитър Маринов,43.8307097,23.232748
ОУ Константин Фотинов,43.8187727,23.2362182
Дом за деца "Милосърдие",43.8193772,23.2348622
ОУ Отец Паисий,43.8093381,23.2329343
ПУ д-р Петър Берон,43.80915,23.23174
СОУ Димитър Маринов,43.6911053,23.4454676
ОУ Иван Вазов,43.7005974,23.4456832
ОУ Васил Левски,43.6845863,23.4435654
ОУ Христо Смирненски,43.6367011,24.6912582
Бивше училище "Христо Ботев",42.3250451,25.448142
ОУ Петър Парчевич,43.3845227,22.885139
ОУ Отец Паисий,43.3874459,23.0304474
ОУ "Д-р Петър Берон",43.7286279,23.9580801
ОУ Христо Ботев,43.7367826,23.9630381
ОУ Св. св. Кирил и Методий,43.7346733,23.9627851
ОУ Никола Вапцаров,43.6710214,24.0019987
4 ОУ Г. С. Раковски,43.2268513,23.1512722
1 ОУ Никола Вапцаров,43.2296213,23.1230065
3 ОУ Иван Вазов,43.2331855,23.12517
ПУ Христо Ботев,43.2296213,23.1230065
Дом за психично болни деца,43.2219976,23.1166163
ПГ д-р Иван Панов,43.2364529,23.1242925
ОУ “ Христо Ботев “,42.6481714,27.6481416
ОУ Любен Каравелов,43.0934327,24.1473558
Национално училище по изкуствата "Добри Христов",43.2060295,27.9226006
ПГ по земеделие Васил Левски,44.1468082,22.6402265
Основно училище,44.121364,22.6476689
84-то ОУ Васил Левски,42.6178738,23.4167683
Основно Училище "Г. С. Раковски,42.0466516,25.4291761
СОУ Йордан Йовков,43.747106,27.4032234
59-то ОУ Васил Левски,42.7169998,23.3464879
СУ Никола Войводов,43.2238555,23.5460719
ПТГ Н.Й.Вапцаров,43.2157283,23.5397303
ОУ Васил Левски,43.196777,23.5660746
НУ П.Р.Славейков,43.199836,23.5558559
ПУ интернат д-р Петър Берон,43.1940934,23.5647643
ПГ по химични технологии Мария Кюри,43.1950515,23.5711109
ОУ Христо Ботев,43.2022662,23.5543402
ППМГ акад. Иван Ценов,43.2042476,23.556124
НУ Св. Софроний Врачански,43.2075787,23.5472566
ОУ Св. св. Кирил и Методий,43.2139522,23.5515436
СОУ по мениджмънт и чужди езици Васил Кънчов,43.2116005,23.5461035
ПГ Димитраки Хаджитошин,43.2150509,23.553185
ПГ по машиностроене,43.2132618,23.5568093
ПГ по търговия и ресторантьорство,43.21118,23.5549246
СУ Отец Паисий,43.2079028,23.5536167
Основно училище "Г. С. Раковски",42.2480024,25.2509553
Професионално Училище по Техника и Облекло "Дочо Михайлов",43.743305,27.414002
ОУ Св. Св. Кирил и Методий,43.1591531,25.7388467
ОУ Елин Пелин,43.1520834,25.6584495
Международно висше бизнес училище,42.6559292,23.3186056
СУ Антон Страшимиров - ПГИ "Д-р Иван Богоров",43.2318247,27.8759741
СОУ Неофит Бозвели,43.2312398,27.8857202
Училище,42.0668548,24.0100395
Училище,42.0665226,24.0103204
ДГ "Дора Габе",41.5716723,23.2806521
Частно езиково училище "Дорис Тенеди",42.6761432,23.2930809
Дом за социални грижи за деца с умствена изостаналост „Вяра, надежда и любов“,43.1336765,23.7003808
СУ "Иван Вазов",41.9925746,23.0873112
ПГ по селско стопанство и лека промишленост,42.6511238,26.9893654
НУ Хр.Смирненски,42.6489975,26.9814117
НУ П.Р.Славейков,42.6416721,26.9744831
СУ Христо Ботев,42.700773,27.2491936
ПГ по селско стопанство "Златна нива",42.696094,27.2554718
НУ Атанас Манчев,42.6963634,27.2624152
НУ Любен Каравелов,42.7062241,27.2469042
НУ Св. св. Кирил и Методий,42.7000722,27.2570158
ОУ Иван Вазов,42.7820563,27.3985574
СОУ Хр.Смирненски,43.4024655,28.048147
СОУ Отец Паисий,42.8733748,27.079111
СОУ Св. св. Кирил и Методий,43.3725696,23.4818238
ПГ по икономика,43.7416784,22.7252561
ОДЗ Слънце,43.7418116,22.725514
Българско Школо,42.6366341,23.3681038
СУ "Васил Левски",43.8912769,22.5234986
НУ Христо Ботев,43.8853077,22.5156776
ДГ 11 „Мики Маус“,42.6583805,23.3748262
ОУ Христо Ботев,43.8332351,22.6587092
ОУ Христо Ботев,43.9187537,22.8208599
СУ по земеделие Г.М.Димитров,43.9004916,22.8004043
НУ Васил Левски,43.9570686,22.5327074
ОУ Христо Ботев,43.7653887,22.4736936
ОУ Кирил и Методий,42.9032392,23.804471
Международното Френско училище във Варна,43.2287686,28.0093927
ТУ Юрий Гагарин,43.4096262,23.2281855
ЕТУ Христо Ботев,43.4103676,23.217499
Строителен техникум Пеньо Пенев,43.4103676,23.217499
СУ Н.Й.Вапцаров,43.408444,23.2109516
СУ Христо Ботев,43.4001674,23.2362899
СПТУ по транспорт,43.3932583,23.2357578
7 и 8 начално училище,43.4211691,23.2179632
7 СОУ Й.Радичков,43.4191204,23.2251208
Финансово-стопанска гимназия Васил Левски,43.4031044,23.2290769
1 ОУ Св. св. Кирил и Методий,43.4028999,23.2215128
ОУ Отец Паисий,43.4055696,23.1173465
3-то ОУ д-р Петър Берон,43.4140834,23.2231252
3 ОУ „Димитър Талев“,42.0181247,23.0915406
ПГСАГ ,,Васил Левски",42.0171618,23.0934828
ОУ Георги Бенковски,43.4340812,23.214712
CОУ Св. Климент Охридски,43.2033288,27.9184927
ОУ "Св. Климент Охридски",42.1476249,24.2931648
ПГИ "Иван Илиев",42.0019634,23.0961158
ОУ Любен Каравелов,42.0604699,25.2656563
Zlatarski International School,42.6472017,23.3550991
7 СУ "Кузман Шапкарев",42.0143299,23.0895853
4 СОУ Димчо Дебелянов,42.0136126,23.0773145
бивше ПУ "Станата",43.3433338,27.190386
СУ "Васил Левски",43.3431904,27.1950327
ОУ Христо Ботев,42.089885,24.8193386
НГПИ Тревненска школа,42.8731788,25.4976793
СУ "Сава Доброплодни",43.2707294,26.9392082
ПЕГ "Никола Й. Вапцаров",43.2708625,26.9382185
СУ "Йоан Екзарх Български",43.2690801,26.9382447
ОУ Граф Николай Павлович Игнатиев,42.2792729,24.7421137
139 ОУ Захарий Круша,42.6757781,23.3159192
ПГ по туризъм Иван Марангозов,42.8215995,24.9469126
СУ Васил Левски,41.9796437,27.524416
86 ОУ Св. Климент Охридски,42.630811,23.1951991
СУ Св. св. Кирил и Методий,43.1010181,24.417261
НПГПТО „М. В. Ломоносов“ (Корпус практика),42.7097359,23.2844572
ОУ "Стефан Стефанов",42.6313144,23.5807071
НУ "Отец Паисий",42.623573,23.5803496
103 ОУ Васил Левски,42.71986,23.2326068
78 СУ Христо Смирненски,42.7122717,23.1384333
Професионална гимназия по лека промишленост "Райна Княгиня",42.5049735,24.1855028
ЕСПУ "св. св. Кирил и Методий",42.0272452,23.9852246
ОУ "Отец Паисий",42.5357425,23.608006
ОУ "Св. Св. Кирил и Методий",42.6061625,23.5959914
бивш училищен двор,42.6711349,23.65041
СОУ "Иван Вазов" начален етап,42.9647393,23.3425908
ПГ "Велизар Пеев",42.9605609,23.3469085
СОУ "Иван Вазов",42.9645878,23.3422786
СУ "Крум Попов",43.3588861,25.138966
НУ "Христо Ботев",43.3636513,25.1413488
ОУ "Максим Горки",43.3597578,25.1343047
Професионална гимназия по строителство и архитектура,42.2005681,24.3352663
ПГ по селско стопанство и транспорт "Никола Вапцаров",43.3499968,25.1422665
НУ "Св. Св. Кирил и Методий",42.0864632,26.3360714
СУ "Д-р Петър Берон",42.0869708,26.3290468
ПГДС Цар Иван Асен II,41.946319,25.5523083
ФСГ "Атанас Буров",41.9367168,25.5372509
ОУ Шандор Петьофи,41.9456589,25.5571104
Sun Ray School,42.0976517,24.7261869
ОУ "Св. Св. Кирил и Методий",42.6614502,24.0568042
Основно училище "Христо Ботев",44.0966626,22.7620449
СУ Св. св. Кирил и Методий,42.4751495,22.7463344
СУ Цанко Церковски,43.3735979,25.6296365
ОУ "Св. Иван Рилски",43.2188562,27.8887355
ОУ "Гоце Делчев",41.5744604,23.7305017
ПМГ "Яне Сандански",41.5750493,23.728908
ОУ "Аверкий Попстоянов",42.1284978,23.1312563
Обединено училище Св. Св. Кирил и Методий,42.6687954,23.6840649
1-во СОУ "Хаджи Мина Пашов",42.6837816,26.311122
Основно училище „Неофит Рилски“,42.2541129,23.1241393
ОУ „Св. св. Кирил и Методий“,42.2597708,23.1158486
СУ "Климент Охридски",42.2579444,23.1047577
СУ Св. Паисий Хилендарски,42.2653796,23.1079609
ОУ Христо Ботев,42.3161783,23.2058233
ОУ “Н.Икономов”,43.5325535,26.5204797
ОУ Иван Вазов,43.2030672,23.5618019
ОУ Васил Левски,42.4866099,27.3777942
НУ "П.Р.Славейков",43.1470564,23.9256049
Икономиката,43.2475102,26.5668131
ОУ"Любен Каравелов",43.3498982,26.2237966
СУ "Христо Ботев",43.3512218,26.2232959
ОУ "Христо Ботев",43.4690275,23.9428848
Климент Охридски,43.4701189,23.9407778
СУ "Св. Св. Кирил и Методий",41.5778836,24.6954035
Езикова Гимназия Акад. Людмил Стоянов,42.0177835,23.084859
СОУ Васил Левски,41.4761419,25.6528644
НУ "Хаджи Димитър",42.6748533,26.3083361
ОУ "Никола Й. Вапцаров",41.9362251,25.560653
ОУ Васил Левски,42.6805283,26.3218774
СУ "Св. Св. Кирил и Методий",42.2393771,24.8196193
ПГИМ "Йордан Захариев,42.2910885,22.6884024
Алеко Константинов,43.2478765,27.8459472
СОУ “Христо Ботев”,43.523701,26.5170075
192 СОУ Христо Ботев,42.5825546,23.3574009
Варненска търговска гимназия Г.С.Раковски,43.2066855,27.919829
12-то СОУ "Отец Паисий",42.8944418,25.3122655
Васил Левски,42.8879269,25.3184692
71 СОУ Пейо Яворов,42.6563879,23.4622111
Професионална гимназия по туризъм „Пенчо Семов",42.8633539,25.3301624
1-во ОУ "Ран Босилек",42.8753596,25.3224498
Детска ясла „Славейче,42.8885683,25.3221278
ОУ "Отец Паисий",43.6722362,26.9174747
ПГСГД "Николай Хайтов",43.2233782,27.8980889
ОУ "Константин Арабаджиев" - филиал,43.2061144,27.9032285
Професионална гимназия по туризъм „Проф. Асен Златаров“,43.2107203,27.929038
Професионална Гимназия по Текстил и Моден Дизайн,43.2139404,27.9246665
84 ОУ „Васил Левски“,42.6100044,23.4107321
50 ОУ „Васил Левски“,42.6297408,23.3091358
ОУ "Стефан Караджа",43.217371,27.9180294
177 ОУ "Св.св. Кирил и Методи",42.7824112,23.3862832
6-то ОУ Иван Вазов,42.8541645,25.3177641
ПГ по туризъм,42.7090634,23.1424511
ОУ "Христо Смирненски",43.4640236,23.9272353
Трето Основно Училище "Христо Ботев",41.5591574,23.2806032
Англо-американско училище,42.6149998,23.3909189
Британика парк скуул,42.6345247,23.3188302
Пейо Яворов,43.2424056,27.8445524
СУ "Христо Топракчиев",42.7667759,23.1984888
122 ОУ "Никола Лилиев",42.6751373,23.3226218
Средношколско общежитие "Михаил Колони",43.2173815,27.9123875
Основно училище "Д-р Петър Берон",43.0464706,25.6267005
Професионална Гимназия по Машиностроене "Никола Йонков Вапцаров",43.0402872,25.6183544
ОУ Св. Св. Кирил и Методий,42.9580527,24.9563621
Професионална гимназия по транспорт и машиностроене,42.9613385,24.9699502
ЧОУ и ЧДГ „Д-р Петър Берон“,42.6512996,23.318806
ПГ по механотехника,42.6756711,26.3311179
ОУ Св. Св. Кирил и Методий - Петко Славейков,43.0564958,24.9719457
Френско училище и детска градина „Виктор Юго“,42.6420764,23.3323673
Св. Св. Кирил и Методий,42.209982,27.8077391
ОУ Св. Св.Кирил и Методий,42.6306322,25.7909788
Ученическа спортна школа "София",42.667886,23.2963757
ОУ "Св. Св. Кирил и Методий",41.429853,23.3433857
ПГ по земеделие «Земя»,43.2053685,27.4416597
II ОУ Иван Вазов,43.1824916,27.4428916
Второ СУ "Проф. Никола Маринов",43.2414856,26.5639956
НУ по изкуствата "Проф. Веселин Стоянов",43.8480711,25.9500279
Димчо Дебелянов,43.2037822,27.9073363
Училище "Христо Ботев",42.0172136,25.2951871
СОУ "Любен Каравелов",42.1537266,24.7588604
НУЛЦ на БЧК - Лозен,42.5969404,23.5067712
ОУ „Юрий Гагарин“,41.5848376,24.685325
ЧПГУТ „Константин Фотинов“,41.5850566,24.6854574
2 ОУ „Проф. д-р Асен Златаров“,41.5703418,24.730232
ПМГ „Васил Левски“,41.56736,24.7343211
