name,latitude,longitude
202 ОУ Христо Ботев,42.5411496,23.5018455
83 ОУ Елин Пелин,42.5962947,23.4085361
ОУ Патриарх Евтимий,43.2442098,27.8537665
12 СОУ "Цар Иван Асен II",42.68731,23.3474311
133 СОУ "А.С.Пушкин",42.6930987,23.3318055
6 ОУ "Граф Н.П. Игнатиев",42.6914447,23.3260399
7 СОУ "Свети Седмочисленици",42.6906784,23.3289759
Национална търговско-банкова гимназия,42.6810562,23.3150416
112 ОУ „Стоян Заимов“ / Първа английска гимназия,42.6980233,23.3378729
Втора английска езикова гимназия Томас Джеферсън,42.6750334,23.299406
31 Средно училище за чужди езици и математика "Иван Вазов",42.6864392,23.3531972
105. СУ "Атанас Далчев",42.6655227,23.351203
8. СУ „Васил Левски“,42.6628591,23.3653587
55 СУ „Петко Каравелов“,42.657236,23.3600971
38 ОУ "Васил Априлов",42.6926364,23.3414505
Американски колеж Аркус,43.0861939,25.6341132
Дом за деца на железничари,43.0794775,25.6454338
Основно училище "Димитър Благоев",43.0819191,25.6287714
Професионална гимназия по туризъм "Д-р Васил Берон",43.0815195,25.6288797
Основно училище "Св.Патриарх Евтимий",43.0770233,25.6283459
Професионална гимназия по сградостроителство "Кольо Фичето",43.0747992,25.6261583
Колеж по икономика и счетоводство,43.0754868,25.6264216
ПГСАГ „Ангел Попов”,43.0747839,25.6245109
Природо-математическа гимназия „Васил Друмев“,43.0771271,25.6219247
ОУ „Бачо Киро”,43.076198,25.6151954
Езикова гимназия "Проф. д-р Асен Златаров",43.0725754,25.6218906
Професионална гимназия по електроника „А. С. Попов“,43.0757466,25.6072623
СОУ "Емилиян Станев",43.0765798,25.6081997
СОУ „Георги Стойков Раковски”,43.0711665,25.6050891
СОУ Вела Благоева,43.0693911,25.6095842
Помощно училище "Св. Теодосий Търновски",43.0870558,25.6502976
Хуманитарна гимназия Св. Св. Кирил и Методий,43.080805,25.6456095
Основно Училище "Петко Рачев Славейков",43.0802648,25.6214669
ЧПГ по Мениджмънт,43.0748456,25.6259986
СОУ "Владимир Комаров",43.0631895,25.5997136
ПГ по Моден Дизайн,43.0889022,25.6537547
Математическа гимназия "Баба Тонка",43.8443833,25.9507785
Aнглийска гимназия "Гео Милев",43.8577486,25.9650825
ЧЦДГ,42.6523252,23.3343853
ОУ “Ив.С.Тургенев”,43.5151822,26.5207538
ОУ "Цар Симеон I",43.2122421,27.9019818
у-ще Иван Вазов,43.545921,26.4743047
училище,43.4319626,23.8679523
ЦДГ № 7 “В.Левски”,43.5332433,26.5248146
ЦДГ,43.5432323,26.4736867
ЧСОУ "Делфините",42.4524195,25.496154
училище,43.3560804,23.8309191
ЦДГ № 4 “М.Палаузов”,43.5285096,26.5244855
ОУ "Кирил и Методий",41.5035359,24.7359312
ОУ "Св. Иван Рилски",41.9378623,25.5553764
СОУ "Васил Левски",41.9346056,25.5521448
Бившата гимназия,42.9291037,25.8762953
СОУ Васил Левски,43.4705922,23.9374091
ПАГ Никола Й. Вапцаров,43.4714178,23.932498
ПГ Атанас Дамянов,42.6302529,25.7876118
ПГ по облекло "Иванка Ботева",42.6126755,24.9757656
ОУ "Любен Каравелов",41.9412806,25.5431149
ПЛ по селско стопанство,42.4977336,25.9973099
ПГЛП "Райна Княгиня",41.9371172,25.5552847
ОУ "Климент Охридски",41.9329674,25.5471465
Професионална гимназия „Генерал Владимир Заимов“,42.6570415,24.7455187
Професионална гимназия „Генерал Владимир Заимов”,42.6577405,24.7456284
Техникум - механизация на селското стопанство "Иван Райков",41.9310527,25.5456822
Тракийски университет - Стара Загора,41.9319369,25.5674423
ПГМЕТ "Стойчо и Кица Марчеви",41.9317645,25.567293
Спортно училище "Стефан Караджа",41.9313584,25.5665422
ПГМЕТ "Стойчо и Кица Марчеви",41.9309509,25.5677675
ГПЧЕ „Йордан Радичков“,44.0023708,22.884342
Помощно училище интернат акад. Т. Самодумов,42.5029892,26.0136526
Софийска математическа гимназия „Паисий Хилендарски“,42.7016832,23.3326167
149 СУ Иван Хаджийски,42.6856897,23.2474056
37 СУ „Райна Княгиня“,42.7194828,23.272399
Частно немско училище "Deutsche Schule",42.6815826,23.2396254
ОУ "Неофит Рилски",42.9938806,25.6249844
НУ Любен Каравелов,42.2394129,27.7744105
Бивше ТВУ "Христо Ботев",42.4077086,25.3458264
Училище,42.4551301,25.2337992
Училище,42.2965731,25.7486618
Бившо училище,42.1997332,25.6395257
Училище,42.1554849,25.6338353
ОУ "Христо Смирненски",42.0966072,25.6235836
1-во ОУ "Свети Климент Охридски",42.2928158,25.9258989
142 ОУ Веселин Ханчев,42.6734084,23.2802707
ПГ по Енергетика и електротехника,42.1516773,25.8830138
Второ Основно училище "Христо Ботев",42.1462549,25.8738313
СОУ "Васил Левски",42.1372308,25.8719932
1 ОУ "Свети Паисий Хилендарски",42.1425642,25.862487
124 Основно училище "Васил Левски",42.6973212,23.3706797
Училище "Св.Св.Кирил и Методий",42.6083969,25.6837486
Начално училище "Св.Св.Кирил и Методий",42.6206827,25.772139
Училище "П.К.Яворов",42.5855881,25.4702644
Основно училище "Д-р Петър Берон",42.5774622,25.4478298
ПГ по селско стопанство "Гео Милев",42.6030366,25.5467241
ПУ за деца с увреден слух "Д-р Петър Берон",42.6121026,25.5399475
ОУ "Христо Ботев",42.6075773,25.54441
Училище (вече бившо),42.5331181,25.4955867
Училище (вече бившо),42.5417673,25.4496564
Дом за деца "Мария Луиза",42.5788357,25.3670729
Професионална гимназия по транспорт Макгахан,42.6922186,23.3594293
Старото училище,42.5626589,25.4155649
ОУ "Св.Св.Кирил и Методий",42.7136509,25.3345025
23 СОУ Фредерик Жолио-Кюри,42.6946952,23.3555457
Основно училище "Свети Климент Охридски",42.6675208,25.376635
Основно оздравително училище "Св.Иван Рилски,42.4948055,24.7053302
ОУ Васил Левски,42.5153043,24.7163225
СОУ Христо Смирненски,42.5070269,24.7083204
ОУ "Свети Климент Охридски",42.5759905,25.3147917
ОУ "Доктор Петър Берон",42.6854899,25.3186946
ОУ "Свети Паисий Хилендарски",42.6702296,25.3503697
ОУ "Христо Ботев",42.6331873,25.2349891
ОУ "Васил Левски",42.6483627,25.2147153
ПГ по ресторантьорство и хотелиерство,42.5937295,25.2109
СОУ "Христо Ботев",42.5932641,25.2096397
Бившото училище,42.664922,25.2535987
ОУ "Генерал Скобелев",42.6775684,25.1925645
НУ "Христо Смирненски",42.6557696,25.1980445
ОУ "Просвета",42.6532591,25.0795288
Училище,42.6189587,25.1145883
Училище,42.4072482,25.7441765
Училище,42.3378793,25.7628879
ПМГ "Васил Левски",41.5672714,24.7348995
ОУ "Св.СВ.Кирил и Методий",42.357225,25.8364137
Училище,42.4404787,25.8465451
Национална Професионална Гимназия по Прецизна Техника и Оптика "М. В. Ломоносов",42.7043975,23.3142069
Бившо училище,42.4306169,25.8974621
Училище,42.4989442,25.8499946
ОУ "Д-р Петър Берон",42.5125608,25.913753
Училище,42.5259546,25.9308743
Училище,42.5251778,25.9550144
ОУ "Георги Бенковски",42.6263206,25.063979
ОУ "Христо Ботев",42.599041,25.0308744
6 ОУ и ГПЧЕ "Иван Вазов",41.576382,24.7079589
II ОУ “Проф. д-р Асен Златаров”,41.5701911,24.7301773
ПГ по приложни изкуства,41.566837,24.7385706
7 СОУ "Отец Паисий",41.5773367,24.7160491
ОУ "Христо Ботев",42.5937215,25.0898763
ОУ "Христо Ботев",42.5630924,27.5236041
Бивша ПГ по строителна керамика,42.2189397,25.2317011
Основно училище "Св.Св.Кирил и Методий",42.216166,25.22863
Основно училище,42.2078546,25.1706382
Професионална гимназия по лозарство и винарство "Христо Ботев",42.0588386,24.5452966
Основно училище "Христо Смирненски",42.2896507,24.9668495
Основно училище "Христо Ботев",42.2709254,24.9385265
ОУ Капитан Петко Войвода,43.1630296,27.9372281
ОУ „Св. Св. Кирил и Методий”,42.3287916,23.5618513
СУ Иван Вазов,42.5586004,27.6437846
109 ОУ “Христо Смирненски”,42.6893225,23.3694592
ОУ "Христо Ботев",43.1142294,27.666378
ПМГ "Никола Обрешков",42.6218233,25.3944359
Основно училище "Капитан Андреев",41.7219403,26.320781
СОУ "Христо Ботев",41.5287913,26.1261026
ОУ Васил Априлов,43.8515807,25.9952562
Основно училище,42.2779093,25.9027511
Мюсюлманско училище,43.8420008,25.9481588
Основно училище,42.2911626,25.8069035
Основно училище,42.1976618,25.9189031
Основно училище,42.3408106,25.9002474
Основно училище,42.3535283,25.9633741
ОУ "Св.Св.Кирил и Методий",42.1350545,25.9384962
ОУ Н. Вапцаров,42.2686701,27.7546419
Основно училище,42.2994391,26.1649882
Основно училище,42.3548224,26.0878238
Основно училище,42.5748274,25.7446909
Начално училище "Васил Левски",42.5876753,25.8133135
ОУ Св. св. Кирил и Методий,42.6034994,25.8482528
Основно училище,42.2993901,26.0895153
Основно училище,42.4150884,26.0592226
Бившо основно училище,42.2466755,25.3483231
ОУ Хр. Смирненски,43.4074316,28.4098419
Основно училище,42.1333472,25.4959614
Старата гимназия,41.3826147,25.0905748
Общински детски комплекс,41.3814172,25.0965557
144 СУ „Народни будители“,42.642605,23.3774961
81 СУ „Виктор Юго“,42.642605,23.3774961
Меридиан 22,42.6440026,23.3711217
128 СУ Алберт Айнщайн,42.6431634,23.3706016
СОУ "Васил Левски",43.8213626,27.1427997
СОУ "Възраждане",43.8529621,25.9669395
Основно училище "Отец Паисий",43.9554431,27.0090748
Училище,44.0227575,26.8861781
ПГХТБТ "Мария Кюри",43.5151832,26.5207577
39 СУ Петър Динеков,42.6413469,23.3698185
СОУ "Николай Катранов",43.6180077,25.3493555
СОУ "Отец Паисий",43.8529209,25.9568734
ОУ "Г. С. Раковски" и ПУ по селско стопанство,44.0279219,27.018585
Основно училище "Св. Св. Кирил и Методий",43.8095678,27.1156875
Неофит Рилски,41.5235588,23.3928989
Професионална гимназия по облекло, обслужване и транспорт (ПГООТ),43.8239703,27.138885
118 СУ Людмил Стоянов,42.6593503,23.3756842
ОУ "Иван Вазов",43.9977928,26.8236753
143 ОУ "Георги Бенковски",42.7019994,23.3560112
42 ОУ "Хаджи Димитър",42.7060669,23.3443633
ОУ "П. К. Яворов",43.4927682,27.8578008
ОУ "Димитър Минчев",43.640407,27.8333312
ОДЗ 30 "Радецки",42.6611584,23.3450121
65 ЦДГ "Ежко Бежко",42.6741548,23.4295872
65 ОУ Св. Св. Кирил и Методи,42.6744277,23.4337671
ОУ "Петър Бонев",42.0612179,24.5506736
бивше ОУ „Д-р Никола Димитров“,43.2331911,28.0018476
176 Основно Училище "Св. Св. Кирил и Методий",42.7717652,23.4053747
160 ОУ Св. Св. Кирил и Методий,42.7609021,23.4294983
ПГ по строителство и архитектура "Пеньо Пенев",43.5896036,27.8369973
ПГ по транспорт, обслужване и лека промишленост "Г. Бенковски",43.5902677,27.8384739
ПГ по механотехника и електротехника "М.В. Ломоносов",43.5720622,27.8031836
ПГ по транспорт, обслужване и лека промишленост "Г. Бенковски",43.5793259,27.8274459
Училищен комплекс „Азбуки“ и ЧЕГ „Проф. Иван Апостолов“,42.6636001,23.3638443
5 ОУ "Иван Вазов",42.6646725,23.2712473
156 ОУ „Васил Левски“,42.7848967,23.5018741
117 СУ „Св. Св Кирил и Методий“,42.7591212,23.5554618
162 ОУ Отец Пайсии,42.7404727,23.5084579
115 ОУ „Св. св. Кирил и Методий“,42.7217948,23.5306707
116 ОУ „Паисий Хилендарски“,42.732748,23.55833
159 ОУ Васил Левски,42.7334584,23.4719973
46 ОУ "Константин Фотинов",42.703464,23.315951
Национална гимназия за приложни изкуства "Св. Лука",42.7053616,23.3135033
Основно училище "Отец Паисий",43.9171561,26.0872973
ОУ "П.Р. Славейков",42.3249184,22.7814657
Основно училище "Иван Вазов",43.9636719,26.3374881
СУ "Св. Паисий Хилендарски",43.9438718,26.2082953
ДДЛРГ "Ана Гиздова",42.0249997,24.3765788
ДДЛРГ "Васил Петлешков",42.029298,24.3683186
Начално училище "Васил Петлешков",42.0232617,24.3777152
ПГ по строителство "Георги Златков",42.0257265,24.3732521
СОУ "Народни будители",42.0250495,24.3730717
ПГ по хранителни технологии " Атанас Ченгелов,42.0379708,24.2992377
СОУ "Свети Климент Охридски",42.0378933,24.2977492
ПГАВТ „Ал. Ст. Попов“,42.7084799,23.2963866
ОУ "Петко РачевСлавейков",42.0344177,24.3037424
ОУ "Любен Каравелов",42.0291295,24.3018413
ОУ "Свети Патриарх Евтимий",42.0316522,24.2938584
НУ "Михаил Куманов",42.0328477,24.317395
СОУ Васил Левски,43.470815,23.330555
Училище,41.9275492,23.4777507
ПГ по механизация на селското стопанство,41.8807102,23.4500119
ПГ по транспорт,41.8877257,23.4776406
СОУ "Братя Каназиреви",41.8829367,23.4570668
СОУ П. Р. Славейков,42.8667786,25.4903964
НУ "Яне Сандански",41.8898412,23.4620947
ОУ "Никола Парапунов",41.8873672,23.460311
Основно училище "Св. Св Кирил и Методий",43.9910931,26.4658581
ОУ Николай Райнов,43.1533026,25.9637605
СОУ „Иван Вазов“,42.6499919,24.7576933
157 Гимназия с изучаване на чужд език "Сесар Вайехо",42.6858861,23.3718014
61 ОУ "Св. Св. Кирил и Методий",42.7374933,23.2908899
54 СУ „Св. Иван Рилски“,42.7285777,23.3112445
ОУ Васил Левски,42.4689159,23.2809267
Св. Св. Кирил и Методий,43.0464275,25.8895205
ОДЗ Славейче,43.0491926,25.8835224
ПГМСС Никола Златарски,43.0383942,25.886782
91. Немска езикова гимназия „Проф. Константин Гълъбов“,42.697032,23.3167763
Професионална гимназия по подемна, строителна и транспортна техника,42.6974646,23.3133738
СОУ Вичо Грънчаров,43.1241331,25.6897219
III ОУ Св. св. Кирил и Методий,43.1183642,25.6819678
I ОУ Иван Вазов,43.1260393,25.6911189
ПГЕЕ М. В. Ломоносов,43.1291348,25.691867
СОУ Георги Измирлиев,43.1274384,25.6838822
ПТГ Васил Левски,43.1296331,25.6836658
ПГЛПИ Атанас Буров,43.1285402,25.7001425
130 СОУ Стефан Караджа,42.703166,23.3774046
ОУ Отец Паисий,43.7004481,27.842254
36 СУ Максим Горки,42.6729568,23.2857291
ОУ "Васил Левски",43.7027948,27.7656866
ОУ "Стефан Караджа",43.7352424,27.6401468
ОУ Св. Св. Кирил и Методий,43.6483824,26.3668403
Американски колеж в София,42.6324696,23.3678739
ПГЕ "А. Попов",41.740785,24.400541
94 СОУ Димитър Страшимиров,42.6904964,23.3822955
10 СУ Теодор Траянов,42.6505688,23.3719089
Строителен техникум,42.6893668,26.3250632
10-то СОУ Йордан Йовков,42.6863118,26.3381004
6 ОУ "Братя Миладинови",42.6702417,26.3309458
7-мо СОУ Панайот Хитов,42.6876041,26.33457
ПУ Власаки Шуманов,42.6871717,26.3379921
Национална природо-математическа гимназия,42.6708838,23.3292981
НУ "Отец Паисий",43.1926806,27.7065528
СОУ "Св. св. Кирил и Методий",43.1857776,27.7027486
Софийска Професионална Гимназия по Туризъм,42.7044247,23.3258023
СОУ "Св.Св.Кирил и Методий",41.7413855,24.0197565
ПГ "Васил Левски",41.6513824,24.1607159
СОУ "Димитър Благоев",41.6499031,24.1600926
НУ "Вергил Ваклинов",41.643874,24.1588026
СОУ "Никола Обретенов",43.8304527,25.9801653
ОУ "Цанко Церковски",43.6881431,23.852746
ПГ по химични технологии "Васил Левски",43.6920232,23.8461591
57 спортно училище „Св. Наум Охридски“,42.6996827,23.2924914
21 СОУ ,,Христо Ботев",42.6690435,23.31605
9-та ФЕГ "Алфонс Дьо Ламартин",42.6879993,23.3239162
СОУ Христо Ботев,43.6281329,22.6888523
Основно училище,43.3436867,23.6907925
Бивше училище,43.3004147,23.6700685
Училище,43.3684301,23.7136967
ОУ "Проф. Марин Дринов",42.4999888,24.1856653
СОУ "Нешо Бончев",42.5045748,24.1847818
Народно първоначално училище,42.5051041,24.1811008
ОУ "20-ти април",42.5061449,24.1802607
ОУ "Св. Св. Кирил и Методий",42.5050765,24.1928374
ПТГ "Инж. Никола Белопитов",42.5034257,24.1863915
Дом за деца лишени от роителски грижи,43.3506037,26.2137483
ОУ ''Ангел Кънчев'',43.836187,25.9500391
ОУ ''Ангел Кънчев'' 2,43.8332612,25.9482303
ПРОФ.Г-Я по Промишлени технологии "Атанас Буров",43.8452611,25.947133
СОУ "Христо Ботев",43.8449049,25.9483816
ОУ Иван Вазов,43.8451021,25.9553471
СОУ "Васил Левски",43.8312459,25.966663
Руски лицей София,42.6772215,23.3271253
107-мо Основно Училище "Хан Крум",42.6767562,23.3307692
ПГ Сергей Румянцев,43.1988826,24.1602639
19 СУ „Елин Пелин“,42.6866936,23.3030524
Професионална гимназия по дизайн „Елисавета Вазова“,42.6810587,23.308726
47 СУ „Христо Г. Данов“,42.679532,23.3087413
СОУ Иван Вазов,43.1967496,23.2851285
ОУ "Христо Ботев",43.1769552,23.2628163
Първа Частна Математическа Гимназия,42.6935704,23.3104517
76. ОУ "Уилям Сароян",42.6986277,23.3163363
108 СОУ Н. Беловеждов,42.6688146,23.3882214
СОУ Йордан Йовков,43.8402069,25.961024
64 ОУ "Цар Симеон Велики",42.6159992,23.3364007
Основно училище "Св.Св. Кирил и Методий",43.5726454,26.1955111
Основно училище "Св.Св.Кирил и Методий",42.5735573,24.8718299
ОУ "Св. св. Кирил и Методий",41.9363216,25.5410696
Основно училище "Неофит Рилски",42.5478305,24.8296598
1 СУ „Пенчо Славейков“,42.6993428,23.3305864
Основно училище "Отец Паисий",42.4841831,24.809592
Спортно Училище Майор Атанас Узунов,43.8530322,25.9830123
НУ Св. св. Кирил и Методий,42.8893132,24.7104243
НГПИ „Проф. Венко Колев“,42.889523,24.7155587
ПГМЕ СОУ Васил Левски,42.8896004,24.7066753
СОУ Тодор Кирков,43.1429569,24.7079193
123 СОУ "Стефан Стамболов",42.6988452,23.2774937
28 СУ Алеко Константинов,42.6966481,23.2853012
32 СУ с изучаване на чужди езици "Св. Кл. Охридски",42.7000323,23.3149775
ЧДГ ЧОУ Частна немска езикова гимназия Ерих Кестнер,42.7117341,23.2537485
Център за специална образователна подкрепа "Проф. дпн Георги Ангушев",42.7029891,23.2931052
113 СУ "Сава Филаретов",42.7040872,23.2922223
30 СУ „Братя Миладинови“,42.6988033,23.3069175
136 ОУ "Любен Каравелов",42.6992318,23.2990858
135 СУ „Ян Амос Коменски“,42.7054293,23.2829073
17 СУ Дамян Груев,42.705757,23.2769181
51 СУ „Елисавета Багряна“,42.6824742,23.2984152
75 ОУ "Тодор Каблешков",42.6922993,23.2682032
СОУ "Св.СВ.Кирил и Методий",42.5076906,24.3207553
2 СУ Акад. Емилиян Станев,42.6681866,23.274272
ССУ с ДГ за деца с увреден слух,42.6632217,23.2778217
ПГ "Стефан Божков",41.94347,24.2187393
ОУ "Отец Паисий",41.9447273,24.2161198
73 СУ „Владислав Граматик“,42.6627184,23.2989462
104 ОУ „Захари Стоянов“,42.6655417,23.2966535
121 СУ „Георги Измирлиев“,42.6655687,23.2941887
11 ОУ "Свети Пимен Зографски",42.6626811,23.3449292
Технологично училище електронни системи,42.6622312,23.3724139
145 ОУ Симеон Радев,42.648122,23.3846935
СОУ "Христо Ботев",42.2727874,24.5394455
Начално училище "Любен Каравелов",42.2664541,24.5453558
ПГ по битова и електротранспортна техника,42.6928686,23.2815787
4 ОУ "Проф. Джон Атанасов",42.6605142,23.3978213
148 Основно Училище „Проф. Д-р Любомир Милетич“,42.6857863,23.3730395
24 СОУ „Пейо Крачолов Яворов“,42.7068939,23.3527264
95 СУ ”Проф. Иван Шишманов”,42.7073098,23.3579048
85 ОДЗ Звездичка,42.6527037,23.3993421
100 ОУ „Найден Геров“,42.7146417,23.3010285
3 СУ "Марин Дринов",42.7104252,23.286565
33 Езикова гимназия "Света София" - филиал,42.7113405,23.2975545
43 ОУ "Христо Смирненски",42.7066741,23.3007821
48 ОУ "Йосиф Ковачев",42.7072468,23.3205693
Гимназия Св. Климент Охридски,42.1750912,26.5729359
Помощно училище "Н.Й.Вапцаров",42.1750286,26.5802421
Национална гимназия за древни езици и култури "Константин Кирил Философ",42.7268845,23.2702807
70 ОУ Св. Климент Охридски,42.7256518,23.2822895
29 СУ „Кузман Шапкарев“,42.7051649,23.3280427
Основно училище "Н.Й.Вапцаров",43.2299158,27.0014981
Училище,43.1346839,27.0339472
СОУ "Св.Св.Кирил и Методий",43.0683666,27.0135408
Васил Левски,43.0274957,25.0946035
1-во ОУ Христо Ботев,43.0274619,25.108765
1-во ОУ Христо Ботев,43.0278016,25.1046283
Частна Профилирана Гимназия "Леонардо да Винчи",43.5631762,27.8429362
училище Христо Ботев,43.5462374,23.9529881
ДФСГ "Интелект",43.4072718,24.6462015
НУ "Христо Ботев",43.4121605,24.6197203
СОУ "Анастасия Димитрова",43.4194168,24.6169033
ОУ "Д-р Петър Берон",43.4203825,24.5998853
СОУ "Стоян Заимов",43.4243622,24.5924889
ОУ "Никола Й. Вапцаров",43.4280776,24.5904418
СОУ "Иван Вазов",43.4132997,24.6245185
ОУ "Петко Р. Славейков",42.4954312,27.4782112
Езикова гимназия "Проф. Асен Златаров",41.9441601,25.5503744
ОУ Найден Геров,42.4566057,27.4082244
Гимназия по химични технологии Акад. Н. Зелински,42.5200281,27.4587537
Национално училище по изкуствата „Панайот Пипков”,43.410325,24.6247904
Професионална гимназия по морско корабоплаване и риболов „Свети Никола",42.4933581,27.4547317
Професионална Гимназия по Транспорт,42.499759,27.4790984
ОУ Георги Кирков,42.6210151,25.3852204
ОУ "Св. Климент Охридски",43.4029383,24.6335458
НУ „Неделя Петкова“,42.6537182,24.7570678
СОУ "Христо Ботев",41.7432912,24.4059579
Училище "Христо Ботев",42.8041093,23.0537079
ОУ "Елин Пелин",42.4602941,27.4194262
ПГ по лека промишленост Адалберт Антонов - Малчика / 5 СОУ Антон Попов,41.3995631,23.2165419
ОУ Проф. Пенчо Райков,42.8795077,25.4929087
ОУ „Никола Йонков Вапцаров“,42.9048655,23.7904611
ОУ „Никола Йонков Вапцаров“,42.9068169,23.7943577
Гимназия за чужди езици ''Васил Левски'',42.5090098,27.4717754
НУ "Васил Левски",42.0452885,24.4675355
НУ "Св. Св. Кирил и Методий",42.041413,24.4680388
Професионална гимназия по механоелектротехника "Н. Й. Вапцаров",42.6997412,23.3316691
НУ "Единство",43.4114388,24.6139187
4-то ОУ Димитър Петров,42.6788402,26.330563
НУ Христо Ботев,42.6688435,23.6024023
СОУ "Димитър Благоев",43.6163202,25.3437325
СОУ "Св. Климент Охридски",42.8708004,24.7116081
131 СУ „Климент Аркадиевич Тимирязев“,42.6334522,23.3804779
Secondary School "Otets Paisii",41.9326918,25.136002
ОУ "Св.Св.Кирил и Методий",42.721382,26.7520529
ОУ "Христо Ботев",42.7719693,26.8782246
СОУ П. К. Яворов,42.5975784,26.6966235
НБУ Михаил Лъкатник,42.5230164,27.4506874
Професионална гимназия по облекло „Княгиня Мария Луиза”,42.6704504,23.3210734
ОУ "Патриарх Евтимии",43.4091438,24.6239593
ПГ по облекло и текстил Христо Бояджиев,43.4106692,24.6195784
85 СУ Отец Паисий,42.711718,23.4158414
34 ОУ Стою Шишков,42.6707141,23.2871462
Национална професионална гимназия по полиграфия и фотография,42.672504,23.3018292
150 ОУ Цар Симеон Първи,42.6463819,23.4120248
СОУ Васил Левски филиал,42.6685732,23.5953766
СОУ "Олимпи Панов",43.8432578,25.9707581
СУ "Бачо Киро",43.2444231,25.2995542
ОУ "Св. Климент Охридски",43.2398378,25.30322
ОУ Свети "Иван Рилски",42.9870473,23.2509713
Основно училище "Св. Иван Рилски",41.9367277,25.555366
Основно училище "Христо Смирненски",41.9311898,25.5623782
СОУ "Св. Паисий Хилендарски",41.9261577,25.5649156
СУ „Константин Петканов“,42.4572105,27.4203484
СОУ Петко Росен,42.4636282,27.4172648
ПГ по хранително-вкусови технологии "Проф. д-р Г. Павлов",42.7106581,23.2873167
1 ОУ "Христо Ботев",43.2460894,26.571915
ОУ "Св. св. Кирил и Методий",42.1987079,24.792018
Св. Кирил и Методий,42.0793399,24.7548195
Музей-училище,42.8844875,24.7903539
ОУ д-р Иван Шишманов,43.1736722,27.9031601
СОУ Любен Каравелов,43.1836357,27.8917607
ОУ Христо Ботев,43.1819105,27.8960497
ЦДГ Пролетен цвят,42.6116488,23.1018575
СУ Св. Климент Охридски,42.6125607,23.0984078
ЦДГ "Чуден свят",42.613231,23.0899687
ТПУ Мария Кюри,42.6141822,23.0886548
72 ОУ Христо Ботев,42.6951748,23.2238406
СОУ "Христо Ботев",42.208142,24.1338959
СОУ "Христо Смирненски",42.2222652,24.119535
ОУ "Алеко Константинов",43.8302693,25.9524429
58 ОУ "Сергей Румянцев",42.7251264,23.3381726
СОУ Васил Левски,42.6648918,23.597655
СУЕЕ "Св. Константин-Кирил Философ",43.8552655,25.9739387
СОУ "Св. Княз Борис I",42.0132399,24.8780734
Професионална гимназия "Цар Иван Асен II",42.0163376,24.8601416
ОУ "Петко Каравелов",42.0154201,24.879416
Дом за деца лишени от родителски грижи "Таню Войвода",42.0071385,24.8694476
Помощно училище "Св. Архангел Михаил",42.0056288,24.8712429
ПГ ХВТ "Св. Димитрий Солунски",42.0070815,24.8773796
Професионална гимназия "Св. Патриарх Евтимий",42.0088917,24.8769578
94 ОДЗ,42.7655386,23.5677559
Националното училище за фолклорни изкуства Филип Кутев,42.8937667,26.4394855
СОУ ''Г.Ст.Раковски",42.8892627,26.4423903
ОУ "Христо Ботев",42.6004713,27.383603
126 ОУ "Петко Ю. Тодоров",42.6727115,23.2959988
98 НУ Кирил и Методи,42.7509496,23.3163659
ЧСОУ ЧДГ Дрита,42.6169392,23.3398643
166 Спортно училище „Васил Левски”,42.7015307,23.3630261
Природоматематическа гимназия "Проф. Емануил Иванов",42.272705,22.67371
Професионална Гимназия по Дървообработване и Горско Стопанство,42.2763905,22.6792378
2 ОУ „Даскал Димитри“,42.2857738,22.6937493
Основно училище „Св. св. Кирил и Методий”,42.2797833,22.6818444
125 СОУ „Проф. Боян Пенев“,42.6531894,23.3783564
82 ОУ Васил Априлов,42.631194,23.4094539
СУ Йордан Йовков,41.6386073,25.3732452
ОУ "Св. Св. Кирил и Методий",41.6474971,25.3684268
СУ Петко Рачов Славейков,41.6311419,25.3569602
СУ Владимир Димитров-Майстора,41.6212202,25.3811815
ОДК "Васил Левски",42.0113277,24.8770692
ОУ "Климент Охридски",41.6380312,25.3785373
СОУ "Възраждане",43.8528444,25.9660552
164 ГПИЕ "Мигел де Сервантес",42.6933478,23.3465087
129 ОУ "Антим I",42.693063,23.3474459
49 Основно училище "Бенито Хуарес",42.7015307,23.3630261
Св. Св. Кирил и Методи,43.6044159,25.0000077
Основно Училище "Васил Левски",42.0545466,24.7695021
Начално училище „Неделя Петкова“,42.6538807,24.7577281
Национален учебен комплекс по култура,42.6738712,23.2304546
ОУ Стоян Михайловски,43.2366955,27.8624603
66 СУ Филип Станиславов,42.6730804,23.261373
ПТГ "Никола Вапцаров",42.3329967,23.5496624
53 ОУ Николай Хрелков,42.6763977,23.2328344
Училище Кирил и Методий-продава се,43.6139281,26.023174
ОУ Йордан Йовков,42.4980664,26.5271385
ОУ Христо Смирненски,42.4819038,26.5183156
ОУ Д-р Петър Берон,42.4938282,26.5187341
СОУ "Козма Тричков",43.2030644,23.5479924
Частно училище "Св. Климент Охридски",42.666755,23.3585546
Частно Основно Училище "Света София",42.6580068,23.2508073
ОУ Св. Климент Охридски,42.488725,26.5133336
ПГХТТ,42.4747504,26.5293607
ПГПСТТ Никола Вапцаров,42.4736881,26.5313533
ОУ Любен Каравелов,42.4728192,26.5280478
ПТГ Иван Райнов,42.4844495,26.4968101
НУ Св. Св. Кирил и Методий,42.4819978,26.5057803
ОУ Николай Петрини,42.4765943,26.5084987
